hash,bech32,name,ticker,valid_meta,itn,impersonator,active_stake,live_stake,owner_stake,delegator,block_epoch,total_block,block,margin,fixed_cost,pledge,reward_amount,pool_fee,reg_time,mithril,ros.0,ros.1,ros.2,ros.3,ros.6,ros.12,ros.18,ros.36,ros.73,cluster_name,cluster_order
4d675db60ca11a6e6224aac48e6c0c4f4e637c833cbfe7801ceefafe,pool1f4n4mdsv5ydxuc3y4tzgumqvfa8xxlyr8jl70qquama0ug2pmhf,Binance Node - 29,BNP,True,False,False,32722068327214,32732726331798,55367232136,13,149,4661,32,0.06,345000000,2000000,1783393990171,164094958448,1685023341,False,0.0275,0.0219,0.0235,0.0250,0.0234,0.0231,0.0234,0.0236,0.0255,binance.com,89.0
79bc3877f1fb79bb131cc793e1c3e68b314e9ae2a484e9a13847aedd,pool10x7rsal3ldumkycuc7f7rslx3vc5axhz5jzwngfcg7hd6t2p7sc,Binance Node - 22,BNP,True,False,False,32718956952428,32732457091572,55439845949,8,149,4542,28,0.06,345000000,2000000,1736251769839,160901029111,1685023273,False,0.0267,0.0280,0.0238,0.0240,0.0222,0.0232,0.0237,0.0243,0.0250,binance.com,82.0
39b60916e5f2ccaad362b09e907d9d85050cbd22b94db9943a17bdd9,pool18xmqj9h97tx245mzkz0fqlvas5zse0fzh9xmn9p6z77aj5jegsx,Binance Node - 17,BNP,True,False,False,32718869119715,32731303458399,56357590134,11,149,4723,37,0.06,345000000,2000000,1811219499090,165529346276,1685023227,False,0.0278,0.0257,0.0277,0.0263,0.0233,0.0236,0.0241,0.0247,0.0258,binance.com,77.0
18532512ac6b647e89dc297deeea305625f8faa1c84a7fe9b7e02f4e,pool1rpfj2y4vddj8azwu9977a63s2cjl374pep98l6dhuqh5u9jctj0,Binance Node - 19,BNP,True,False,False,32709080678636,32720093950041,55972064501,10,149,4603,39,0.06,345000000,2000000,1766791284524,162613977457,1685023240,False,0.0272,0.0226,0.0219,0.0243,0.0235,0.0246,0.0246,0.0250,0.0250,binance.com,79.0
9b991c441a57c186a03e83e4bfd4df6a13394d6f80acdc7ed558a401,pool1nwv3c3q62lqcdgp7s0jtl4xldgfnjnt0szkdclk4tzjqzv6kv7n,Binance Node - 26,BNP,True,False,False,32690286705011,32700234175957,54777304648,11,149,4499,41,0.06,345000000,2000000,1721341263119,159738261931,1685023313,False,0.0264,0.0204,0.0235,0.0276,0.0242,0.0238,0.0239,0.0240,0.0245,binance.com,86.0
b91e740582b7166b2238c19dbb081de4cb86be0b27ead58401510c05,pool1hy08gpvzkutxkg3ccxwmkzqaun9cd0styl4dtpqp2yxq2rjxehj,JWVNPool,JWVN,True,False,False,32681797896895,32690613311803,4664573,7,315,9168,38,0.075,340000000,0,4489109026718,469584099436,1610640551,False,0.0331,0.0231,0.0261,0.0249,0.0226,0.0215,0.0210,0.0227,0.0242,,
b9aaec5680bdc98bb580e5f3b7823beb71056c351bddffdbcf158261,pool1hx4wc45qhhychdvquhem0q3madcs2mp4r0wllk70zkpxz7jhyf4,,,True,False,False,26286301839725,32565178236200,32565178236200,1,13,195,23,1,340000000,0,0,53336180878,1742471775,False,0,0,0,0,0,0,0,0,0,,
07cc67445f419f643158cfdf3d0a3dd12507b8e81b961a19d3e9d3b5,pool1qlxxw3zlgx0kgv2cel0n6z3a6yjs0w8grwtp5xwna8fm2g5tsda,JWERPool,JWER,True,False,False,32495046579024,32503747512206,2182349,14,310,9117,38,0.075,340000000,0,4460922358200,465631940474,1612187174,False,0.0332,0.0224,0.0229,0.0240,0.0238,0.0228,0.0234,0.0239,0.0250,,
d31b91228fc1dedbc3c795d3f7a0201e8eb1af60255e60fdd12acbb4,pool16vdezg50c80dhs78jhfl0gpqr68trtmqy40xplw39t9mgk6vrkd,Binance Node - 3,BNP,True,False,False,32193806988083,32207662394049,9309581780,7,102,3071,38,0.06,345000000,2000000,1240351250637,112638289659,1685023021,False,0.0286,0.0292,0.0270,0.0270,0.0246,0.0247,0.0246,0.0244,0.0261,binance.com,63.0
1575d127ca11492f83430cd0e9d204450dc09e587239c52d542cd1fa,pool1z46azf72z9yjlq6rpngwn5syg5xup8jcwguu2t259ngl5cnv2ds,Binance Node - 2,BNP,True,False,False,32117132353335,32130632492478,9050634416,13,102,3049,36,0.06,345000000,2000000,1228041486857,112273685910,1685023021,False,0.0285,0.0285,0.0270,0.0252,0.0251,0.0249,0.0249,0.0249,0.0263,binance.com,62.0
cb91386ed557e497bdc45f5c9c7e2dc76172a4f457289195598f9c03,pool1ewgnsmk42ljf00wytawfcl3dcash9f852u5fr92e37wqxutyksl,Binance Node - 1,BNP,True,False,False,32077116480905,32087063951851,7709181421,11,100,3059,35,0.06,345000000,2000000,1229688823394,111556421426,1685022716,True,0.0270,0.0208,0.0208,0.0214,0.0228,0.0222,0.0222,0.0222,0.0241,binance.com,61.0
7df262feae9201d1b2e32d4c825ca91b29fbafb2b8e556f6efb7f549,pool10hex9l4wjgqarvhr94xgyh9frv5lhtajhrj4dah0kl65jtws30k,Cardanoscan Pool 1,CSN1,True,False,False,32097388243276,32082956446785,23328311214,566,337,10909,23,0.0189,340000000,20000000000,5986709858778,225852306639,1599709748,False,0.0371,0.0257,0.0250,0.0236,0.0231,0.0230,0.0229,0.0247,0.0258,csn.cardanoscan.io,0.0
e98e298624ce6efe34635318bdd5d634bed732bb238989d3d1b6fc9e,pool1ax8znp3yeeh0udrr2vvtm4wkxjldwv4mywycn573km7fu20y5xa,GAGA2,GAGA2,True,False,False,31992467521876,31999929600826,50009386886,15,304,12139,14,0.05,340000000,50000000000,6728696680434,456902825019,1596649431,False,0.0329,0.0156,0.0132,0.0093,0.0047,0.0119,0.0155,0.0129,0.0165,staking-fm.site,3.0
a60950c7a6e3f7a8247b34035d0a98cb0d11f2d04ba5fa9fd17e1065,pool15cy4p3axu0m6sfrmxsp46z5cevx3ruksfwjl48730cgx24j4ydz,Tech pool,TECH,True,False,False,32063907460614,31994194141703,124489842316,647,254,2856,32,0,170000000,101000000000,1093509850948,66418019937,1618524862,True,0.0272,0.0242,0.0242,0.0234,0.0244,0.0249,0.0250,0.0242,0.0261,,
263498e010c7a49bbfd7c4e1aab29809fca7ed993f9e14192a75871e,pool1yc6f3cqsc7jfh07hcns64v5cp8720mve870pgxf2wkr3u8l7tse,Hyperlink Pool,HYPER,True,False,False,32331526034444,31875024914825,365472588576,3345,335,9852,37,0.018,170000000,300000000000,5562521236280,118395576445,1598783038,True,0.0382,0.0234,0.0230,0.0224,0.0234,0.0231,0.0237,0.0252,0.0266,,
90264742df54caa49b545dd7971c5f9458048c0617844979eb5f9b10,pool1jqnywskl2n92fx65thtew8zlj3vqfrqxz7zyj70tt7d3qmn0m9t,Binance Node - 18,BNP,True,False,False,31490860357033,31499386760701,54272876311,7,149,4385,29,0.06,345000000,2000000,1677041647645,157095418907,1685023240,False,0.0268,0.0180,0.0176,0.0191,0.0213,0.0234,0.0231,0.0243,0.0250,binance.com,78.0
6c518b4861bb88b1395ceb116342cecbcfb8736282655f9a61c4c368,pool1d3gckjrphwytzw2uavgkxskwe08msumzsfj4lxnpcnpks3zjml3,Cardano Fans,CRFA,True,False,False,31683027804184,31311188682994,500057816934,1391,310,8218,29,0.0199,170000000,500000000000,3991377691516,167775864586,1613481933,True,0.0333,0.0284,0.0272,0.0285,0.0286,0.0268,0.0263,0.0267,0.0278,,
c29c92f8319150962650bc8a5e24d918491e8a7b3ac43525afe76baa,pool1c2wf97p3j9gfvfjshj99ufxerpy3aznm8tzr2fd0ua465s26th4,P2P Validator,P2P,True,False,False,30201249561022,31311070375780,12668203215,178,322,3778,38,0.02,170000000,10000000000,1923114744464,123925094383,1607091196,False,0.0352,0.0272,0.0250,0.0243,0.0246,0.0242,0.0245,0.0252,0.0252,p2p.org,2.0
febb924e349d816997e007dc09847ded9a2e72d218023c0e5186176d,pool1l6aeyn35nkqkn9lqqlwqnpraakdzuukjrqprcrj3sctk6hhe32k,Oyster Pool,OYSTR,True,False,False,31632708281200,31296318871011,506158068744,1631,243,4131,24,0.02,170000000,500000000000,1653045342242,79464127939,1615575079,True,0.0286,0.0256,0.0245,0.0235,0.0248,0.0247,0.0244,0.0252,0.0262,,
d9812f8d30b5db4b03e5b76cfd242db9cd2763da4671ed062be808a0,pool1mxqjlrfskhd5kql9kak06fpdh8xjwc76gec76p3taqy2qmfzs5z,Input Output Global (IOHK) - 1,IOG1,True,False,False,31077608974848,31195637957122,5000558043187,918,354,18135,23,0.07,340000000,5000000000000,10992608933625,978357882052,1596243651,True,0.0375,0.0186,0.0220,0.0251,0.0235,0.0227,0.0225,0.0239,0.0257,iohk.io,0.0
2a748e3885f6f73320ad16a8331247b81fe01b8d39f57eec9caa5091,pool19f6guwy97mmnxg9dz65rxyj8hq07qxud886hamyu4fgfz7dj9gl,Berry,BERRY,True,False,False,31296411210050,31169734455009,481387990500,22158,321,10544,31,0.015,340000000,450000000000,5075192507334,186490995795,1596063671,False,0.0331,0.0226,0.0239,0.0261,0.0259,0.0245,0.0244,0.0252,0.0268,,
5e964c17799de9ce9a2791cb2434927efa2d66bb418af9f8d6c7fdbe,pool1t6tyc9menh5uax38j89jgdyj0maz6e4mgx90n7xkcl7mu8fzqxu,Binance Node - 20,BNP,True,False,False,30987571369149,30997518840096,52520870372,9,149,4263,36,0.06,345000000,2000000,1625691269276,153897135689,1685023246,False,0.0264,0.0215,0.0183,0.0192,0.0203,0.0229,0.0229,0.0230,0.0242,binance.com,80.0
2313599837d144bdbd6897a3cdecc0ad2c995f38275aad6626c29ef5,pool1yvf4nxph69ztm0tgj73ummxq45kfjhecyad26e3xc2002xgzalg,(Crypto Capital Venture) #Pool5,CCV4,True,False,False,31063527472681,30912311586754,20022999820,3301,258,7824,33,0.03,340000000,20000000000,3659203440500,199949209147,1637962246,False,0.0314,0.0138,0.0171,0.0177,0.0200,0.0233,0.0238,0.0235,0.0249,ccv3000.github.io,4.0
a087620de93bee6faeb0c33ca5e647f9c4e1e037d8f28e95dc583179,pool15zrkyr0f80hxlt4scv72tej8l8zwrcphmrega9wutqchjekceal,Zetetic,ZETE,True,False,False,30840232056482,30722862886440,15210510615,6821,347,14546,30,0,340000000,10000000000,8594529161795,171093348565,1596127831,False,0.0396,0.0263,0.0238,0.0263,0.0248,0.0265,0.0255,0.0264,0.0269,zetetic.tech,0.0
2fc479904f9482d1b573977a3af26bb5577545014521eee513f54ef1,pool19lz8nyz0jjpdrdtnjaar4untk4th23gpg5s7aegn7480zff4vgq,Moonstake 5,MS5,True,False,False,30500932257676,30510134308271,102269736469,885,338,16116,43,0.025,340000000,100000000000,9010211840195,345039972665,1597217351,False,0.0364,0.0212,0.0200,0.0204,0.0222,0.0238,0.0251,0.0251,0.0262,moonstake.io,1.0
481d305a21bbbaa85177413676ba350b1e2d7b7456b8008e72b96386,pool1fqwnqk3phwa2s5thgym8dw34pv0z67m526uqprnjh93cvzxymef,Nu.Fi & AdaLite 9,NUFI9,True,False,False,30440137947249,30491247336477,1003650337,4067,324,9710,30,0.03,340000000,1000000000,5096403450575,266867607388,1609760091,False,0.0356,0.0252,0.0214,0.0198,0.0221,0.0237,0.0238,0.0257,0.0261,nu.fi,8.0
89eba2781e5cd11ccda6be56503702a39e9941e522f04cd5bba22957,pool13846y7q7tng3endxhet9qdcz5w0fjs09ytcye4dm5g54wmyqeqr,The Brothership Pool,BSP,True,True,False,30321091187751,30327928738144,446732489135,960,354,10025,26,0.025,170000000,440000000000,5444413395870,175916044950,1596065871,True,0.0366,0.0224,0.0255,0.0241,0.0267,0.0240,0.0248,0.0256,0.0269,,
6184f6e7229530a2d1f9f746112406100e2696dd7439ff8c52750700,pool1vxz0deezj5c2950e7arpzfqxzq8zd9kawsullrzjw5rsq0yhxgr,ZZZ,ZZZ,True,False,False,31253932875363,30210181112888,55069094669,221,354,13730,33,0.05,340000000,50000000000,9194132299146,603595672224,1596063531,True,0.0398,0.0289,0.0310,0.0254,0.0252,0.0259,0.0244,0.0239,0.0250,coinzzz.jp,0.0
e1c990717560232bf659ca30f50e3b84e79d587d21b821903d11e560,pool1u8yequt4vq3jhajeegc02r3msnne6krayxuzrypaz8jkq5v5pux,Hosk Pool,HOSK,True,True,False,29940875836725,29949199506673,10050954920,579,222,5117,32,0.02,340000000,10000000000,2078886882773,117873805930,1619078133,True,0.0292,0.0302,0.0332,0.0304,0.0271,0.0258,0.0259,0.0259,0.0266,,
d5e0f919debe82e4447cf0f0089188ae212f7efbc065a3d819daa17a,pool16hs0jxw7h6pwg3ru7rcq3yvg4csj7lhmcpj68kqem2sh5nt8mwk,Nu.Fi & AdaLite 7,NUFI7,True,False,False,29797584254016,29912854059808,1002830780,5725,330,10855,29,0.03,340000000,1000000000,5809095523498,290802473726,1606925248,False,0.0357,0.0196,0.0261,0.0258,0.0232,0.0242,0.0231,0.0238,0.0253,nu.fi,6.0
4ef0c287cc67a951bb0f0eb8d56d1bf69939bd007a2681dbc3055ef6,pool1fmcv9p7vv754rwc0p6ud2mgm76vnn0gq0gngrk7rq400vsvhsvs,JAZZ4,JAZZ4,True,False,False,29876908666644,29881081248995,93140202669,108,334,8995,26,0.05,340000000,50000000000,4771476376309,365464140968,1605220085,False,0.0363,0.0184,0.0188,0.0201,0.0227,0.0244,0.0239,0.0247,0.0265,stake1ux2g76f0l7cv8g6ugzc3q54shlh57sqzad0tydysw7srqpq377vgr,3.0
84a77793762a6f79f21bf72d0e1a84b8524bc93b864149f38184b591,pool1sjnh0ymk9fhhnusm7uksux5yhpfyhjfmseq5nuupsj6ezskc0pj,Upbit Staking,UPBIT,True,False,False,29711393676180,29720637898790,29720637898790,1,156,3715,26,1,340000000,200000000000,0,1520636709230,1682410519,False,0.0003,0,0,0,0,0,0,0,0,upbit.com,6.0
fc2d8488ef021561a83af7b56f973b94cfcfd8100433ee6fd0b0aa45,pool1lskcfz80qg2kr2p6776kl9emjn8ulkqsqse7um7skz4y2lwa0cu,Cero Stake Pool,CERO,True,False,False,29689284053076,29690522075450,15211563676,2572,323,13020,27,0,340000000,10000000000,6716491570047,109140000000,1596875691,False,0.0358,0.0221,0.0230,0.0200,0.0245,0.0251,0.0256,0.0268,0.0278,,
08f05bcfaada3bb5c038b8c88c6b502ceabfd9978973159458c6535b,pool1prc9hna2mgamtspchrygc66s9n4tlkvh39e3t9zccef4kzc3ns2,Terminada,TERM,True,False,False,28816667369964,29132050695873,3425314084398,1028,256,1835,23,0.009,170000000,3350000000000,693488361113,73624040502,1633769391,True,0.0283,0.0155,0.0249,0.0248,0.0264,0.0277,0.0274,0.0263,0.0271,,
0a423fa44f23b13cba59474427d11746136672af66b2d80b4499dd1d,pool1pfprlfz0ywcnewjegazz05ghgcfkvu40v6edsz6yn8w362sdjr8,Cardanesia,ADI,True,False,False,28716185472973,29082406793827,90158966832,1786,342,8879,28,0.008,340000000,80000000000,4506285184593,152262610492,1596083311,True,0.0342,0.0225,0.0254,0.0217,0.0209,0.0256,0.0252,0.0260,0.0268,,
72ef065ee6e640969720936470a0811dc7540573a23511146d1af3fc,pool1wthsvhhxueqfd9eqjdj8pgyprhr4gptn5g63z9rdrtelcfumnvg,Upbit Staking,UPBIT,True,False,False,29065885039443,29076906995877,29076906995877,1,102,2290,22,1,340000000,200000000000,0,876906995877,1705391114,False,0,0,0,0,0,0,0,0,0,upbit.com,14.0
37c7da28cacc3cddc181de02a2a957396f1aebaecf89ce6b55cd1e46,pool1xlra52x2es7dmsvpmcp2922h89h346awe7yuu664e50yvrzaaqe,COINTAX,CTAX,True,False,False,28989163306482,28980184938478,10809499486,9,11,304,31,0.9999,20000000000,100000000,0,87724700336,1744769262,False,0,0,0,0,0,0,0,0,0,ranket2.github.io,2.0
bcf96cfc11e8741945d3cae55a9f299567dfcd04f5352fcca26ab728,pool1hnukelq3ap6pj3wnetj448efj4nalngy756jln9zd2mjsp73etg,Upbit Staking,UPBIT,True,False,False,28454960355380,28864204575460,28864204575460,1,162,3504,28,1,340000000,200000000000,0,1464204575460,1677336534,False,0.0004,0,0,0,0,0,0,0,0,upbit.com,3.0
be6d07b366b26dd577682e0e499c0d81988d8b3f49b52b853691eeba,pool1heks0vmxkfka2amg9c8yn8qdsxvgmzelfx6jhpfkj8ht5mn0r2m,Cardano24,ADA,True,False,False,28828869904225,28847957290930,25135045561,498,329,5348,20,0.029,340000000,25000000000,2356983128021,181417475771,1596346111,False,0.0303,0.0203,0.0213,0.0203,0.0191,0.0219,0.0236,0.0241,0.0251,,
cd8a1259e674b3f1bbdc0596c938123bbf80012b918190456a6252ef,pool1ek9pyk0xwjelrw7uqktvjwqj8wlcqqftjxqeq3t2vffw7qm8efs,Upbit Staking,UPBIT,True,False,False,28617917400206,28827517167139,28827517167139,1,162,3427,20,1,340000000,200000000000,0,1427517167139,1677336795,False,0.0004,0,0,0,0,0,0,0,0,upbit.com,4.0
e769932732e56582d084a169825a57a9aba294e83dc636394ca5cb6f,pool1ua5exfeju4jc95yy595cykjh4x46998g8hrrvw2v5h9k7987a44,Upbit Staking,UPBIT,True,False,False,28568278338683,28776811464761,28776809939828,2,162,3789,25,1,340000000,200000000000,0,1576809939828,1677335710,False,0.0002,0,0,0,0,0,0,0,0,upbit.com,1.0
fa67f324c67325d6e60616eb8f20688473f979ec4b66193a5b43f898,pool1lfnlxfxxwvjadesxzm4c7grgs3elj70vfdnpjwjmg0ufsqnq52t,Hisa~i🌺Okinawa,HISAI,True,False,False,28720536078821,28767360321434,4634179962,86,288,6781,32,0.0035,340000000,100000000,3259078184997,108638691596,1623943245,False,0.0328,0.0256,0.0247,0.0241,0.0264,0.0254,0.0234,0.0247,0.0261,,
888bb4c1992ba2587e9db20543932eeb4ade930699e5daab445b4d92,pool13z9mfsve9w39sl5akgz58yewad9daycxn8ja426ytdxey47yatu,Upbit Staking,UPBIT,True,False,False,28487068251045,28701645675118,28701645675118,1,162,3602,26,1,340000000,200000000000,0,1501645675118,1677336226,False,0.0004,0,0,0,0,0,0,0,0,upbit.com,2.0
894ff15d8bef5f740a2fa3552157834d9d6b2f5a232bed3819d756b5,pool1398lzhvtaa0hgz305d2jz4urfkwkkt66yv476wqe6att2f7dphh,,,True,False,False,27607878057806,28694322016420,0,1905,167,3656,27,0.1,340000000,0,1353656269739,205005435252,1647365615,False,0.0263,0.0231,0.0221,0.0214,0.0211,0.0214,0.0221,0.0221,0.0239,stake1uxlhuz4u3qn8kvu00v70wxde8ul2w473krvlekrgee49yjcp9mad8,1.0
8871f659c6ce6a29afc0c52963cc872898db31235bead5b4a514b746,pool13pclvkwxee4znt7qc55k8ny89zvdkvfrt04dtd99zjm5vs2tws5,CCJ2,CCJ2,True,False,False,28668080248622,28650246652294,100001440401,181,353,12241,25,0.048,170000000,100000000000,7236730511254,464401115046,1596637271,False,0.0384,0.0267,0.0294,0.0273,0.0270,0.0250,0.0251,0.0268,0.0263,cardano.ipclub29.com,3.0
c06a0f395267d77e7cbbfc2d2d1b8b3146d1fa7560f80065e50a5142,pool1cp4q7w2jvlthul9mlskj6xutx9rdr7n4vruqqe09pfg5ywmzdzq,Upbit Staking,UPBIT,True,False,False,28432950545353,28640772577696,28640772577696,1,156,3489,21,1,340000000,200000000000,0,1440772577696,1682410132,False,0.0004,0,0,0,0,0,0,0,0,upbit.com,5.0
8ace4ea6e68ed33340f39d98804f65651100dbd86cb146ec220adfdd,pool13t8yafhx3mfnxs8nnkvgqnm9v5gspk7cdjc5dmpzpt0a6h294yn,Upbit Staking,UPBIT,True,False,False,28399782023925,28610092884665,28610092884665,1,156,3411,20,1,340000000,200000000000,0,1410092884665,1682410849,False,0.0002,0,0,0,0,0,0,0,0,upbit.com,9.0
b294aade5ae5da8b27f2d4f0066d37032ffbc9eb3e077070d4d86ee7,pool1k2224hj6uhdgkflj6ncqvmfhqvhlhj0t8crhqux5mphwwumupec,Upbit Staking,UPBIT,True,False,False,28398043680743,28605510166104,28605510166104,1,154,3422,37,1,340000000,200000000000,0,1405510166104,1682410588,False,0.0005,0,0,0,0,0,0,0,0,upbit.com,7.0
3d0a287f918624a8b8d8eedcf87ed799deee99d66feb63d9fd811de8,pool1859zslu3scj23wxcamw0slkhn80waxwkdl4k8k0asyw7sfa8dv5,Upbit Staking,UPBIT,True,False,False,28367656332171,28578322739771,28578322739771,1,156,3331,23,1,340000000,200000000000,0,1378321550211,1682410710,False,0.0005,0,0,0,0,0,0,0,0,upbit.com,8.0
00004614332ac81201d8302d4cb8262502af229256e143dc2156156e,pool1qqqyv9pn9typyqwcxqk5ewpxy5p27g5j2ms58hpp2c2kuzs5z77,ANGEL stake pool,ANGEL,True,True,False,28548498184254,28557054751770,102151653355,3752,354,14748,31,0.025,170000000,100000000000,8797082830465,272046927949,1596063411,True,0.0396,0.0166,0.0220,0.0214,0.0215,0.0218,0.0228,0.0238,0.0256,angelstakepool.net,0.0
dbf4df9da9c134d7d7d44f6697ed739854b15dc71f47cdc1f550232e,pool1m06dl8dfcy6d0475fanf0mtnnp2tzhw8rarums042q3jux23q0j,BitcoinSuisse01,BTCS,True,False,False,36263895328084,28348548021030,243509081818,376,23,742,31,1,170000000,100000000,0,243399977267,1739441268,False,0,0,0,0,0,0,0,0,0,bitcoinsuisse.com,2.0
196d0c94c7975fd9588e3b8ba13a9857419c93523d27b200d772de38,pool1r9kse9x8ja0ajkyw8w96zw5c2aqeey6j85nmyqxhwt0rs090fu4,Upbit Staking,UPBIT,True,False,False,28508481119897,28323058544014,28323047198600,2,164,3665,31,1,340000000,200000000000,0,1523047198600,1677335049,False,0.0004,0,0,0,0,0,0,0,0,upbit.com,0.0
4a0354d7a968c0ad74c0fcf677a4552ddb6202bddc71d88e3173dc78,pool1fgp4f4afdrq26axqlnm80fz49hdkyq4am3ca3r33w0w8sw2x8ap,Upbit Staking,UPBIT,True,False,False,28055701932094,28264946151041,28264946151041,1,100,2250,24,1,340000000,200000000000,0,864946151041,1705390612,False,0,0,0,0,0,0,0,0,0,upbit.com,11.0
bcfa1854b74e63cfc835c7f3caf777cc34e6757c491885a9726ae513,pool1hnaps49hfe3uljp4cleu4amhes6wvatufyvgt2tjdtj3xjrgknk,Upbit Staking,UPBIT,True,False,False,28053364259518,28263675119113,28263675119113,1,101,2253,30,1,340000000,200000000000,0,863675119113,1705390489,False,0,0,0,0,0,0,0,0,0,upbit.com,10.0
8ecc6a94c3056e1d6f1d3806231b72ba46b83fa4bd27a4a4bc273900,pool13mxx49xrq4hp6mca8qrzxxmjhfrts0ayh5n6ff9uyuusq9cx4d8,Upbit Staking,UPBIT,True,False,False,28014149297010,28225882344046,28225882344046,1,102,2172,29,1,340000000,200000000000,0,825882344046,1705390990,False,0,0,0,0,0,0,0,0,0,upbit.com,13.0
97db278a7238febb7255873600505a09e0d5c496a81b92bc15537a3e,pool1jldj0znj8rltkuj4sumqq5z6p8sdt3yk4qde90q42daru5kgfl6,Upbit Staking,UPBIT,True,False,False,27876985877669,28085874549413,28085874549413,1,102,2299,15,1,340000000,200000000000,0,885874549413,1705390837,False,0,0,0,0,0,0,0,0,0,upbit.com,12.0
b6e038fb50202dfe5ccc61ecae9b8803bdc9cb7fb3ae9348cb97b0ef,pool1kmsr376syqkluhxvv8k2axugqw7unjmlkwhfxjxtj7cw7qcn0jn,CARDANIANS.io #4,CRDN3,True,False,False,28504261599219,27998232795151,100652066798,1965,323,5931,25,0.02,340000000,100000000000,3145160057044,173475795614,1608978024,False,0.0370,0.0224,0.0224,0.0258,0.0250,0.0260,0.0250,0.0259,0.0268,cardanians.io,5.0
0c2cfc283e0bbb85b9ef9d852c99ae7ee13f20f36b70fd648c6c3448,pool1psk0c2p7pwactw00nkzjexdw0msn7g8nddc06eyvds6yswr3tjg,Into the Cryptoverse #2,ITC2,True,False,False,27960142073461,27919812350280,100010433979,5423,293,8707,27,0.0399,340000000,100000000000,4254615482012,275908622523,1622511769,False,0.0332,0.0235,0.0226,0.0232,0.0248,0.0247,0.0248,0.0249,0.0257,itcpool.github.io,2.0
2885a48f88db36756708fd2f7a30117962dad843add43a313b5ebfdf,pool19zz6frugmvm82ecgl5hh5vq3093d4kzr4h2r5vfmt6la7trk929,Curly Viridian Moore,CVM,True,False,False,27687715980262,27679231951779,0,8,235,13302,30,0.05,340000000,0,6107648650074,399405457185,1647865108,False,0.0314,0.0300,0.0278,0.0259,0.0241,0.0251,0.0251,0.0253,0.0268,,
f3efb842c77895dde51e95e54d9c309da599631ef31216bcfea11083,pool170hmssk80z2ameg7jhj5m8psnkjejcc77vfpd0875yggxhhntd0,21ADA,21ADA,True,False,False,29329472737336,27602517736592,27368665211,6282,310,3530,28,0.02,340000000,25000000000,1542126361944,136862405748,1612242710,False,0.0311,0.0320,0.0232,0.0248,0.0269,0.0262,0.0262,0.0270,0.0265,,
7d7ac07a2f2a25b7a4db868a40720621c4939cf6aefbb9a11464f1a6,pool104avq7309gjm0fxms69yqusxy8zf888k4mamngg5vnc6vculpzq,Nu.Fi & AdaLite B,NUFIB,True,False,False,27475792005002,27222223728557,1004645511,5655,307,9575,26,0.03,340000000,1000000000,4781733686911,251223311439,1614971867,False,0.0344,0.0288,0.0258,0.0245,0.0249,0.0258,0.0250,0.0254,0.0266,nu.fi,12.0
28acd2df764365b328c37861ceace7e71caa3a03b2c6a0674562b820,pool19zkd9hmkgdjmx2xr0psuat88uuw25wsrktr2qe69v2uzqldfnmj,,,True,False,False,26544848079276,26821329079170,26821329079170,1,145,3240,31,1,340000000,0,0,1327432652860,1686693373,False,0.0004,0,0,0,0,0,0,0,0,stake1u8ww9v63kydymm7hslk4mxyte36str9ehdz06lzsu5r4jlq0e2shk,0.0
30f9a4c529f89d60ad1bd1c33c0e13c20b347fec7cac794c557efcee,pool1xru6f3fflzwkptgm68pncrsncg9ngllv0jk8jnz40m7wusfhazk,Oasis Pool 🌴,OASIS,True,False,False,26724199017552,26731362770664,13212185359,1759,347,10593,30,0.01,340000000,10000000000,5317472522258,169313362954,1599795563,False,0.0352,0.0214,0.0224,0.0248,0.0269,0.0260,0.0247,0.0250,0.0264,,
636fab1b0059766eb08c3bd089e71a949db856bb845e3bff31fad5ad,pool1vdh6kxcqt9mxavyv80ggnec6jjwms44ms30rhle3lt266aj8jgh,NEDSCAVE.IO,NEDS4,True,False,False,26669952660379,26678307541066,1005161190942,504,294,4800,32,0.015,170000000,1000000000000,2111168372579,112996714202,1615424274,True,0.0303,0.0199,0.0210,0.0217,0.0235,0.0246,0.0250,0.0260,0.0261,nedscave.io,3.0
d0f48f07e4e5eb8040a988085f7ea3bd32d71a2e2998d53e9bbc959a,pool16r6g7plyuh4cqs9f3qy97l4rh5edwx3w9xvd205mhj2e58cpp28,Liqwid,LQWD,True,False,False,27717087029207,26674633922756,26656776922654,11,116,3584,18,1,170000000,20000000000000,0,1539866439811,1697822646,False,0.0009,0,0,0,0,0,0,0,0,liqwid.finance,0.0
00000110093effbf3ce788aebd3e7506b80322bd3995ad432e61fad5,pool1qqqqzyqf8mlm70883zht60n4q6uqxg4a8x266sewv8ad2grkztl,ADAfrog 🐸,FROG,True,True,False,26630018264197,26641763334391,100270678939,1889,354,5622,29,0.04,340000000,100000000000,2757302075619,235071721090,1596079951,False,0.0328,0.0199,0.0233,0.0225,0.0224,0.0240,0.0243,0.0248,0.0258,adafrog.io,2.0
1b2523e031e0efe6e5fe0edf8c82fd51abf33a1a2feedad5456ef4d9,pool1rvjj8cp3urh7de07pm0ceqha2x4lxws69lhd4429dm6djfjsy4l,Cardino Stake Pool,DINO,True,False,False,26684821676682,26637306036547,14762354842,2014,335,8224,12,0.01,340000000,10000000000,4210164722862,153849455306,1596362771,True,0.0346,0.0244,0.0237,0.0216,0.0237,0.0244,0.0245,0.0250,0.0259,,
