,,,21ST OCTOBER,,,," November 12, 2024",,,,,,,," November 18, 2024",,,,,,,,November 25. 2024,,,,,,,,December 2. 2024,,,,,,,,December 9. 2024,,,,,,,,December 16. 2024,,,,,,,,December 23. 2024,,,,,,,,December 30. 2024,,,,,,,,January 6. 2025,,,,,,,,January 13. 2025,,,,,,,,January 20. 2025,,,,,,,,January 27. 2025,,,,,,,,February 3. 2025,,,,,,,,February 10. 2025,,,,,,,,February 17. 2025,,,,,,,,February 24. 2025,,,,,,,,March 3. 2025,,,,,,,,March 10. 2025,,,,,,,,March 17. 2025,,,,,,,,March 24. 2025,,,,,,,,March 31. 2025,,,,,,,,April 7. 2025,,,,,,,,April 14. 2025,,,,,,,,April 21. 2025,,,,,,,,April 28. 2025,,,,,,,,Additional Info,,,,,,,,,,,,,,,,,,,,,,,,,
drep1kyppjlhz4lawh4g0ewx2d8a5l20t4yclfnppnuvdkmt7vccg836,drep1y2csyxt7u2hl4674pl9cef5lknafaw5nraxvyx033kmd0es3awuv0,Sebastian Guillemot,211,35.24,5.09%,6,284,73,45.68,3.84%,10.44,8,-2,1.32%,330,46,54.67,3.84%,8.99,5,3,2.74%,363,33,65.55,4.03%,10.88,5,0,3.53%,389,26,66.62,3.94%,1.07,6,-1,0.66%,425,36,68.96,3.75%,2.34,6,0,0.85%,477,52,99.12,4.39%,30.16,5,1,5.80%,520,43,132.82,5.33%,33.70,3,2,11.49%,557,37,136.99,5.21%,4.17,3,0,2.21%,602,45,142.98,5.18%,5.99,3,0,1.92%,640,38,145.68,5.06%,2.70,3,0,1.17%,694,54,158.79,5.29%,13.11,3,0,5.14%,735,41,159.55,5.13%,0.76,3,0,0.11%,791,56,151.73,4.52%,-7.82,4,-1,-1.74%,817,26,162.84,4.46%,11.11,5,-1,0.43%,838,21,162.13,4.27%,-0.71,5,0,-0.29%,867,29,164.01,4.23%,1.88,6,-1,0.71%,892,25,163.94,4.09%,-0.07,6,0,-0.02%,908,16,156.76,3.86%,-7.18,7,-1,-7.54%,918,10,160.09,3.78%,3.33,7,0,,924,6,160.28,3.69%,0.19,7,0,,928,4,160.36,3.44%,0.08,7,0,,933,5,164.93,3.49%,4.57,7,0,,933,0,164.79,3.34%,-0.14,8,-1,,946,13,165.41,3.30%,0.62,8,0,,968,22,168.65,3.24%,3.24,10,-2,,https://x.com/SebastienGllmt,,Sebastian Guillemot,Japan,Asia Pacifc,Y,,Y,,#N/A,Y,SEBA,https://cexplorer.io/pool/pool1h4gwh638485yd0xcw0pkrm935nvm4aecqsxjx2yzzz0u6dfj73q,, UNCLEAR,,,,,,,,,,,
drep120m237kstm7pzywv5nwtjm8gj8dl55j9nupwlkapz77mgv7zu7l,drep1yffld2866p00cyg3ejjdewtvazgah7jjgk0s9m7m5ytmmdq33v3zh,SIPO,19,2.65,0.38%,46,62,43,19.91,1.67%,17.26,19,27,2.18%,100,38,28.23,1.98%,8.32,16,3,2.54%,129,29,40.58,2.49%,12.35,13,3,4.01%,149,20,47.12,2.79%,6.54,11,2,4.05%,167,18,54.05,2.94%,6.93,9,2,2.52%,202,35,68.85,3.05%,14.80,8,1,2.85%,224,22,81.91,3.29%,13.06,8,0,4.45%,238,14,86,3.27%,4.09,8,0,2.17%,251,13,92.12,3.34%,6.12,8,0,1.97%,268,17,103.56,3.60%,11.44,8,0,4.94%,279,11,106.92,3.56%,3.36,8,0,1.32%,285,6,110.98,3.57%,4.06,8,0,0.58%,304,19,119.31,3.55%,8.33,8,0,1.85%,322,18,125.39,3.44%,6.08,9,-1,0.24%,330,8,130.59,3.44%,5.20,9,0,2.16%,329,-1,129.72,3.34%,-0.87,9,0,-0.33%,333,4,132.82,3.31%,3.10,9,0,0.99%,339,6,136.11,3.35%,3.29,9,0,3.45%,338,-1,148.43,3.50%,12.32,8,1,,340,2,145.57,3.35%,-2.86,8,0,,339,-1,141.55,3.03%,-4.02,8,0,,342,3,141.58,3.00%,0.03,8,0,,342,0,137.42,2.79%,-4.16,9,-1,,346,4,137.36,2.74%,-0.06,10,-1,,342,-4,135.71,2.60%,-1.65,11,-1,,https://x.com/SIPO_Tokyo,,,Japan,Asia Pacifc,Y,Y,,,Y,Y,SIPO,https://sipo.tokyo/?lang=en,, UNCLEAR,,,,,,,,,,,
drep1npqc9m60dg9a27e852jn8wse9h3l975qsgwgh22mmh2eqzrlsfc,drep1y2vyrqh0fa4qh4tmy7322va6ryk78uh6szppezaft0watyqp5hdwx,BTBF_XSP,-,-,0.00%,-,67,67,28.56,2.40%,28.56,11,NEW!,3.60%,127,60,44.05,3.09%,15.49,10,1,4.73%,162,35,53.55,3.29%,9.50,9,1,3.09%,184,22,56.9,3.37%,3.35,7,2,2.07%,195,11,57.26,3.11%,0.36,7,0,0.13%,241,46,80.12,3.55%,22.86,7,0,4.40%,259,18,89.84,3.61%,9.72,7,0,3.31%,276,17,104.17,3.96%,14.33,7,0,7.59%,302,26,122.26,4.43%,18.09,6,1,5.81%,319,17,128.43,4.46%,6.17,6,0,2.67%,326,7,129.68,4.32%,1.25,6,0,0.49%,334,8,133.49,4.29%,3.81,6,0,0.54%,352,18,134.72,4.01%,1.23,6,0,0.27%,366,14,136.92,3.75%,2.20,7,-1,0.09%,381,15,137.95,3.63%,1.03,8,-1,0.43%,380,-1,138.96,3.58%,1.01,8,0,0.38%,382,2,137.65,3.43%,-1.31,8,0,-0.42%,384,2,137.61,3.39%,-0.04,8,0,-0.04%,388,4,130.84,3.09%,-6.77,9,-1,,390,2,134.19,3.09%,3.35,9,0,,392,2,134.07,2.87%,-0.12,9,0,,395,3,129.6,2.75%,-4.47,10,-1,,400,5,129.08,2.62%,-0.52,10,0,,400,0,128.65,2.57%,-0.43,11,-1,,398,-2,127.5,2.45%,-1.15,12,-1,,https://x.com/btbfpark,https://www.youtube.com/channel/UCfebN7mp8rs6GTTsMt_kSGg,,Japan,Asia Pacifc,Y,Y,,,#N/A,Y,XSP,https://cardanoscan.io/pool/788898a81174665316af96880459dcca053f7825abb1b0db9a433630,, UNCLEAR,,,,,,,,,,,
drep1lhkqu7uhq9532xr5558q7gh5rl54m4ezav8p5yfkgz27yrx735a,drep1yt77crnmjuqkj9gcwjjsurez7s07jhwhyt4suxs3xeqftcsfrspun,JAZZ,15,5.08,0.73%,30,148,133,83.78,7.04%,78.70,4,26,9.93%,176,28,87.92,6.17%,4.14,4,0,1.26%,198,22,99.3,6.10%,11.38,4,0,3.70%,207,9,100.38,5.94%,1.08,4,0,0.67%,216,9,100.54,5.46%,0.16,4,0,0.06%,234,18,111.56,4.94%,11.02,4,0,2.12%,244,10,119.58,4.80%,8.02,5,-1,2.73%,251,7,120.81,4.59%,1.23,5,0,0.65%,254,3,120.46,4.36%,-0.35,7,-2,-0.11%,260,6,120.6,4.19%,0.14,7,0,0.06%,265,5,120.02,4.00%,-0.58,7,0,-0.23%,271,6,120.77,3.88%,0.75,7,0,0.11%,272,1,120.73,3.59%,-0.04,7,0,-0.01%,286,14,121.17,3.32%,0.44,10,-3,0.02%,288,2,122.65,3.23%,1.48,10,0,0.61%,282,-6,121.31,3.13%,-1.34,10,0,-0.51%,278,-4,119.23,2.97%,-2.08,10,0,-0.66%,283,5,119.07,2.93%,-0.16,10,0,-0.17%,283,0,123.96,2.92%,4.89,10,0,,283,0,122.57,2.82%,-1.39,10,0,,284,1,122.76,2.63%,0.19,10,0,,282,-2,123.78,2.62%,1.02,11,-1,,283,1,123.84,2.51%,0.06,12,-1,,283,0,123.66,2.47%,-0.18,12,0,,283,0,123.33,2.37%,-0.33,13,-1,,https://x.com/hideki_takeshi,https://jazz4.jazz-pool.com/,Hideki Takeshi,Japan,Asia Pacifc,Y,,,Y,#N/A,Y,JAZZ,https://jazz4.jazz-pool.com/,, UNCLEAR,,,,,,,,,,,
drep109sf5yy88t6lqrgtfw2uejek9z7kqqupzwckexp4e25a6j28a5v,drep1yfukpxsssua0tuqdpd9etnxtxc5t6cqrsyfmzmycxh92nhgksvnps,AxtraLabs,5,11.09,1.60%,18,5,0,11.08,0.93%,-0.01,25,-7,0.00%,5,0,10.91,0.77%,-0.17,30,-5,-0.05%,5,0,10.91,0.67%,0.00,33,-3,0.00%,5,0,10.75,0.64%,-0.16,33,0,-0.10%,5,0,10.71,0.58%,-0.04,36,-3,-0.01%,5,0,10.72,0.47%,0.01,46,-10,0.00%,5,0,10.84,0.44%,0.12,49,-3,0.04%,5,0,10.63,0.40%,-0.21,51,-2,-0.11%,5,0,10.65,0.39%,0.02,51,0,0.01%,5,0,10.71,0.37%,0.06,52,-1,0.03%,5,0,10.7,0.36%,-0.01,54,-2,0.00%,5,0,10.73,0.35%,0.03,55,-1,0.00%,6,1,81.62,2.43%,70.89,10,45,15.74%,8,2,86.25,2.36%,4.63,11,-1,0.18%,8,0,86.25,2.27%,0.00,11,0,0.00%,8,0,86.37,2.23%,0.12,11,0,0.05%,8,0,86.47,2.16%,0.10,12,-1,0.03%,8,0,86.3,2.13%,-0.17,12,0,-0.18%,8,0,86.31,2.04%,0.01,12,0,,8,0,86.37,1.99%,0.06,12,0,,8,0,86.5,1.85%,0.13,12,0,,8,0,87.48,1.85%,0.98,13,-1,,8,0,87.69,1.78%,0.21,14,-1,,8,0,87.82,1.75%,0.13,14,0,,8,0,87.82,1.69%,0.00,14,0,,-,,,Vietnam,Asia Pacifc,N,,,Y,#N/A,TBD,TBD,,, UNCLEAR,,,,,,,,,,,
drep1km69g7ksf8t5g0h9d9tkrcd2tezxelx0wtr76rv2mrkl5nzd6v3,drep1y2m0g4r66pyaw3p7u454wc0p4f0ygm8ueaev0mgd3tvwm7sskqwqp,Cardano Yoda,405,27.6,3.98%,8,534,129,34.16,2.87%,6.56,10,-2,0.83%,569,35,35.33,2.48%,1.17,12,-2,0.36%,627,58,40.58,2.49%,5.25,12,0,1.71%,670,43,44.68,2.64%,4.10,12,0,2.54%,693,23,45.92,2.50%,1.24,12,0,0.45%,742,49,52.91,2.34%,6.99,12,0,1.35%,797,55,60.42,2.43%,7.51,10,2,2.56%,840,43,59.96,2.28%,-0.46,10,0,-0.24%,885,45,60.86,2.21%,0.90,10,0,0.29%,932,47,62.36,2.17%,1.50,10,0,0.65%,981,49,66.93,2.23%,4.57,10,0,1.79%,"1,015",34,70.1,2.25%,3.17,10,0,0.45%,"1,065",50,74.85,2.23%,4.75,11,-1,1.05%,"1,076",11,72.25,1.98%,-2.60,12,-1,-0.10%,"1,098",22,72.31,1.90%,0.06,14,-2,0.02%,"1,105",7,73.35,1.89%,1.04,14,0,0.40%,"1,121",16,73.46,1.83%,0.11,15,-1,0.04%,"1,134",13,72.94,1.80%,-0.52,15,0,-0.55%,"1,146",12,75.14,1.77%,2.20,15,0,,"1,148",2,75.39,1.74%,0.25,16,-1,,"1,151",3,76.01,1.63%,0.62,17,-1,,"1,153",2,75.67,1.60%,-0.34,17,0,,"1,155",2,75.76,1.54%,0.09,17,0,,"1,168",13,75.87,1.51%,0.11,17,0,,"1,200",32,82.95,1.59%,7.08,15,2,,https://x.com/JaromirTesar,,Jaromir Tesar,Czech Republic,Europe,N,Y,Y,,Y,Y,TBD,TBD,, PROBABLY AGAINST?,,https://x.com/JaromirTesar/status/1853038111762043232,,,,,,,,,
drep1qz8frp3eq58v3dcguhv0753yt9gf3g50plrxw8rxu2f2krf2p5d,drep1ygqgayvx8yzsaj9hprja3l6jy3v4px9z3u8uvecuvm3f92ce7mckx,Army of Spies,302,19.43,2.80%,9,405,103,24.68,2.07%,5.25,15,-6,0.66%,435,30,30.1,2.11%,5.42,14,1,1.65%,462,27,30.18,1.85%,0.08,17,-3,0.03%,483,21,32.07,1.90%,1.89,15,2,1.17%,515,32,34.85,1.89%,2.78,17,-2,1.01%,519,4,32.18,1.42%,-2.67,21,-4,-0.51%,557,38,37.97,1.52%,5.79,19,2,1.97%,594,37,39.66,1.51%,1.69,20,-1,0.90%,681,87,52.05,1.89%,12.39,14,6,3.98%,725,44,52.77,1.83%,0.72,13,1,0.31%,785,60,56.89,1.90%,4.12,12,1,1.62%,804,19,62.18,2.00%,5.29,11,1,0.75%,903,99,66.82,1.99%,4.64,12,-1,1.03%,920,17,67.25,1.84%,0.43,13,-1,0.02%,957,37,74.77,1.97%,7.52,12,1,3.12%,971,14,76.98,1.98%,2.21,12,0,0.84%,992,21,77.71,1.94%,0.73,13,-1,0.23%,"1,027",35,80.04,1.97%,2.33,13,0,2.45%,"1,041",14,81.01,1.91%,0.97,13,0,,"1,048",7,81.1,1.87%,0.09,14,-1,,"1,054",6,80.89,1.73%,-0.21,15,-1,,"1,060",6,81.03,1.72%,0.14,15,0,,"1,071",11,81.4,1.65%,0.37,15,0,,"1,094",23,82.78,1.65%,1.38,15,0,,"1,098",4,82.03,1.57%,-0.75,16,-1,,https://x.com/ArmySpies,,,USA,North America,N,Y,Y,,#N/A,Y,AOS,https://cardanoscan.io/pool/eaa28db3bf0b7bb815b552fc9e0cecdda62933ce6c67067183c79acd,, PROBABLY AGAINST?,,https://www.youtube.com/watch?v=NEOWIsNEiO4,,,,,,,,,
drep1ydvwp8x9j8u4flwjqwxf8jdjwp9p4zf2x4rk7vv7fgzk6j2k7c6,drep1yg343cyuckglj48a6gpcey7fkfcy5x5f9g65wme3ne9q2mgaedmkm,Phil UPLC,59,6.14,0.89%,27,87,28,7.36,0.62%,1.22,36,-9,0.15%,98,11,9.29,0.65%,1.93,35,1,0.59%,131,33,9.98,0.61%,0.69,38,-3,0.22%,134,3,10.08,0.60%,0.10,37,1,0.06%,141,7,10.29,0.56%,0.21,40,-3,0.08%,149,8,11.23,0.50%,0.94,41,-1,0.18%,168,19,13.29,0.53%,2.06,42,-1,0.70%,182,14,14.19,0.54%,0.90,41,1,0.48%,217,35,19.17,0.69%,4.98,35,6,1.60%,225,8,19.49,0.68%,0.32,36,-1,0.14%,248,23,31.47,1.05%,11.98,27,9,4.70%,263,15,34.97,1.12%,3.50,24,3,0.50%,322,59,40.7,1.21%,5.73,22,2,1.27%,342,20,55.86,1.53%,15.16,17,5,0.59%,365,23,73.98,1.95%,18.12,13,4,7.52%,379,14,74.98,1.93%,1.00,13,0,0.38%,404,25,75.67,1.89%,0.69,14,-1,0.22%,414,10,76.52,1.88%,0.85,14,0,0.89%,423,9,77.15,1.82%,0.63,14,0,,429,6,77.01,1.77%,-0.14,15,-1,,436,7,77.59,1.66%,0.58,16,-1,,441,5,77.11,1.63%,-0.48,16,0,,451,10,77.49,1.57%,0.38,16,0,,458,7,79.28,1.58%,1.79,16,0,,461,3,79.31,1.52%,0.03,17,-1,,https://x.com/phil_uplc,,,USA,North America,N,,Y,,Y,TBD,TBD,TBD,, AGAINST,,https://x.com/phil_uplc/status/1853170296464826460,,,,,,,,,
drep1lrtg6qx8tend00wuxs0eg5mgwxejrcu8s5w6zyk07745xuzqf7a,drep1ytuddrgqca0xd4aams6pl9zndpcmxg0rs7z3mggjelm6kscp4arg5,SASA SPO (Nagamaru),13,6.41,0.92%,25,33,20,11.47,0.96%,5.06,24,1,0.64%,51,18,15.91,1.12%,4.44,24,0,1.35%,64,13,18.4,1.13%,2.49,25,-1,0.81%,74,10,22.73,1.34%,4.33,23,2,2.68%,86,12,25.16,1.37%,2.43,25,-2,0.88%,101,15,34.07,1.51%,8.91,20,5,1.71%,116,15,50.39,2.02%,16.32,13,7,5.56%,124,8,50.82,1.93%,0.43,13,0,0.23%,136,12,58.02,2.10%,7.20,11,2,2.31%,145,9,58.81,2.04%,0.79,11,0,0.34%,155,10,59.9,2.00%,1.09,11,0,0.43%,164,9,61.58,1.98%,1.68,12,-1,0.24%,170,6,60.1,1.79%,-1.48,13,-1,-0.33%,177,7,61.6,1.69%,1.50,14,-1,0.06%,183,6,63.75,1.68%,2.15,15,-1,0.89%,181,-2,63.33,1.63%,-0.42,15,0,-0.16%,187,6,64.42,1.61%,1.09,16,-1,0.35%,192,5,70.88,1.75%,6.46,16,0,6.78%,193,1,71.14,1.68%,0.26,16,0,,193,0,70.74,1.63%,-0.40,17,-1,,193,0,70.79,1.52%,0.05,18,-1,,198,5,71.12,1.51%,0.33,18,0,,197,-1,70.05,1.42%,-1.07,18,0,,190,-7,69.3,1.38%,-0.75,18,0,,195,5,70.07,1.34%,0.77,18,0,,https://x.com/nagamaru_panda,,,Japan,Asia Pacifc,Y,Y,,,#N/A,Y,SASA,https://cardanoscan.io/pool/1ec2c7dde1ce090ee2e75c9fa618c575b8a0b77eaeec5c7266f50aca,, UNCLEAR,,,,,,,,,,,
drep1y99u6r8vdexm854trlwt3svysy953tv7e855vs4rxvaqsqehclg,drep1ygs5hngva3hymv7j4v0aewxpsjqskj9dnmy7j3jz5ven5zqvulq2t,HermesGermany (SPO),-,-,0.00%,-,-,-,-,0.00%,-,-,NEW!,#VALUE!,9,9,0.938,0.07%,0.94,115,NEW!,0.29%,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,0.00%,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,0.00%,,-,,,60,60,64.52,1.52%,NEW!,17,NEW!,,63,3,64.57,1.49%,0.05,18,-1,,64,1,64.88,1.39%,0.31,19,-1,,63,-1,64.88,1.37%,0.00,19,0,,64,1,64.84,1.32%,-0.04,19,0,,67,3,64.98,1.30%,0.14,19,0,,68,1,65.04,1.25%,0.06,19,0,,https://x.com/wiiinnie,,,Germany,Europe,N,,,Y,#N/A,,,,, UNCLEAR,,,,,,,,,,,
drep127pc58jyky40fvess0c4tjxkrnkf8ta3sfltvm4ptypqc5fgav3,drep1yftc8zs7gjcj4a9nxzplz4wg6cwweya0kxp8adnw59vsyrqvrysud,Astroboysoup,190,15.46,2.23%,13,290,100,20.91,1.76%,5.45,18,-5,0.69%,329,39,21.55,1.51%,0.64,19,-1,0.20%,418,89,24.75,1.52%,3.20,20,-1,1.04%,456,38,26.47,1.57%,1.72,19,1,1.07%,506,50,27.81,1.51%,1.34,21,-2,0.49%,558,52,35.89,1.59%,8.08,17,4,1.56%,604,46,40.35,1.62%,4.46,17,0,1.52%,635,31,43.92,1.67%,3.57,16,1,1.89%,677,42,45.48,1.65%,1.56,15,1,0.50%,722,45,47.06,1.63%,1.58,15,0,0.68%,787,65,52.32,1.74%,5.26,14,1,2.06%,840,53,55.83,1.80%,3.51,13,1,0.50%,925,85,56.62,1.69%,0.79,15,-2,0.18%,971,46,58.21,1.59%,1.59,16,-1,0.06%,999,28,60.01,1.58%,1.80,16,0,0.75%,"1,022",23,59.81,1.54%,-0.20,17,-1,-0.08%,"1,042",20,58.75,1.47%,-1.06,17,0,-0.34%,"1,052",10,58.47,1.44%,-0.28,17,0,-0.29%,"1,066",14,58.75,1.39%,0.28,19,-2,,"1,061",-5,59.8,1.38%,1.05,19,0,,"1,070",9,60.1,1.29%,0.30,20,-1,,"1,073",3,60.38,1.28%,0.28,21,-1,,"1,080",7,60.18,1.22%,-0.20,21,0,,"1,098",18,61,1.22%,0.82,20,1,,"1,103",5,61.32,1.18%,0.32,20,0,,https://x.com/astroboysoup,,Peter Bui,Australia,Asia Pacifc,N,Y,,,#N/A,Y,ADAOZ,https://cardanode.com.au/,, UNCLEAR,,https://www.youtube.com/watch?v=rJJj2iNM68E,,,,,,,,,
,drep1yfnuetvunwfl83qaq4e7vlg5w8dwwjmtt4j6tr9fegqvgmgtq5scg,Cardano Whale (adawhale),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,0.00%,269,269,23.54,0.64%,23.54,38,NEW!,0.91%,364,95,33.68,0.89%,10.14,32,6,4.21%,423,59,35.51,0.92%,1.83,30,2,0.70%,455,32,37.66,0.94%,2.15,30,0,0.69%,484,29,40.68,1.00%,3.02,29,1,3.17%,520,36,41.67,0.98%,0.99,30,-1,,541,21,41.98,0.97%,0.31,32,-2,,561,20,43.01,0.92%,1.03,30,2,,574,13,45.35,0.96%,2.34,27,3,,611,37,47.72,0.97%,2.37,27,0,,652,41,49.53,0.99%,1.81,26,1,,725,73,59.52,1.14%,9.99,21,5,,https://x.com/cardano_whale,,,Unknown,Unknown,N,Y,,,#N/A,,,,,,,,,,,,,,,,
drep1897nvzpn69pmpcgxejzgasre3mztxj7qf2hqs5se9n3p7qdc3yt,drep1yguh6dsgx0g58v8pqmxgfrkq0x8vfv6tcp92uzzjrykwy8cjmelsy,Florian_Volery,-,-,0.00%,-,10,10,0.918,0.08%,0.92,106,NEW!,0.12%,13,3,4.76,0.33%,3.84,54,52,1.17%,16,3,5.56,0.34%,0.80,54,0,0.26%,15,-1,7.4,0.44%,1.84,48,6,1.14%,20,5,53.51,2.91%,46.11,10,38,16.79%,27,7,57.62,2.55%,4.11,9,1,0.79%,35,8,57,2.29%,-0.62,11,-2,-0.21%,38,3,55.59,2.11%,-1.41,11,0,-0.75%,42,4,56.78,2.06%,1.19,12,-1,0.38%,45,3,57.09,1.98%,0.31,12,0,0.13%,54,9,53.35,1.78%,-3.74,13,-1,-1.47%,59,5,53.35,1.72%,0.00,14,-1,0.00%,61,2,58.81,1.75%,5.46,14,0,1.21%,61,0,58.59,1.61%,-0.22,15,-1,-0.01%,62,1,58.83,1.55%,0.24,17,-2,0.10%,66,4,59.82,1.54%,0.99,16,1,0.38%,70,4,56.4,1.41%,-3.42,18,-2,-1.09%,76,6,57.65,1.42%,1.25,18,0,1.31%,79,3,57.89,1.37%,0.24,20,-2,,82,3,55.35,1.28%,-2.54,21,-1,,83,1,55.39,1.19%,0.04,22,-1,,88,5,60.71,1.29%,5.32,20,2,,89,1,60.93,1.24%,0.22,20,0,,94,5,58.22,1.16%,-2.71,21,-1,,98,4,58.58,1.12%,0.36,22,-1,,https://x.com/liqwidfinance,,Florian Volery,Switzerland,Europe,N,,,Y,#N/A,TBD,TBD,TBD,,,,,,,,,,,,,
drep1n6gwr6wsyhawt2lewpssmqqnfu4ss75h0stc25lkpsl2q72gycy,drep1y20fpc0f6qjl4edtl9cxzrvqzd8jkzr6ja7p0p2n7cxragqkurae3,big pey,132,14.55,2.10%,15,211,79,23.04,1.94%,8.49,17,-2,1.07%,237,26,25.61,1.80%,2.57,17,0,0.78%,268,31,27.12,1.67%,1.51,19,-2,0.49%,282,14,28.53,1.69%,1.41,17,2,0.87%,310,28,29.27,1.59%,0.74,19,-2,0.27%,352,42,34.27,1.52%,5.00,19,0,0.96%,394,42,37.32,1.50%,3.05,20,-1,1.04%,425,31,41.03,1.56%,3.71,18,2,1.97%,449,24,42.04,1.52%,1.01,19,-1,0.32%,494,45,46.54,1.62%,4.50,16,3,1.94%,554,60,50.95,1.70%,4.41,16,0,1.73%,579,25,53.06,1.71%,2.11,15,1,0.30%,625,46,54.26,1.61%,1.20,16,-1,0.27%,651,26,55.85,1.53%,1.59,18,-2,0.06%,656,5,55.17,1.45%,-0.68,18,0,-0.28%,668,12,55.36,1.43%,0.19,18,0,0.07%,676,8,54.97,1.37%,-0.39,19,-1,-0.12%,684,8,55,1.35%,0.03,19,0,0.03%,697,13,55.37,1.31%,0.37,21,-2,,698,1,55.54,1.28%,0.17,20,1,,704,6,55.75,1.19%,0.21,21,-1,,722,18,57.02,1.21%,1.27,22,-1,,733,11,58.07,1.18%,1.05,22,0,,741,8,57.58,1.15%,-0.49,22,0,,750,9,57.88,1.11%,0.30,23,-1,,https://x.com/bigpeyYT,,Peyton Winget,USA,North America,N,Y,,,#N/A,Y,"BLOOM (1,2,3 etc.)",https://www.bloompool.io/,, UNCLEAR,,https://x.com/bigpeyYT/status/1852763439015596161,,,,,,,,,
drep1zxy6uhnrwzhuvnarn7gfa0fpcysn6vcuxwsle6xxrf2vq3xvf38,drep1yggcntj7vdc2l3j05w0ep84ay8qjz0fnrse6rl8gccd9fsqadw3qg,WaffleCapital,40,44.82,6.47%,3,53,13,46.29,3.89%,1.47,7,-4,0.19%,55,2,49.25,3.46%,2.96,8,-1,0.90%,58,3,54.82,3.37%,5.57,8,0,1.81%,60,2,54.87,3.25%,0.05,9,-1,0.03%,63,3,55.63,3.02%,0.76,8,1,0.28%,66,3,55.8,2.47%,0.17,10,-2,0.03%,67,1,52.22,2.10%,-3.58,12,-2,-1.22%,68,1,52.24,1.99%,0.02,12,0,0.01%,72,4,52.15,1.89%,-0.09,13,-1,-0.03%,74,2,51.41,1.79%,-0.74,14,-1,-0.32%,73,-1,51.1,1.70%,-0.31,15,-1,-0.12%,75,2,51.01,1.64%,-0.09,16,-1,-0.01%,75,0,44.61,1.33%,-6.40,20,-4,-1.42%,75,0,43.94,1.20%,-0.67,22,-2,-0.03%,75,0,44.99,1.18%,1.05,22,0,0.44%,73,-2,44.66,1.15%,-0.33,22,0,-0.13%,76,3,44.61,1.11%,-0.05,24,-2,-0.02%,84,8,44.75,1.10%,0.14,24,0,0.15%,87,3,45.85,1.08%,1.10,25,-1,,86,-1,45.52,1.05%,-0.33,27,-2,,86,0,46.5,1.00%,0.98,27,0,,88,2,46.55,0.99%,0.05,26,1,,95,7,57.06,1.16%,10.51,23,3,,98,3,57.11,1.14%,0.05,23,0,,98,0,57.11,1.10%,0.00,24,-1,,https://x.com/Waffle_Capital,,,Hong Kong,Asia Pacifc,N,,,Y,#N/A,Y,WFFL,https://cexplorer.io/pool/pool1tmt8thfaqeqv499l3s7k5kl64s84nycvnx55ll3ksm9hq50p0ks,, UNCLEAR,,,,,,,,,,,
drep1mkmnzmtlflcadyyy7g6ju3sn9ppcrut5wn73x00mfwmw642g5qy,drep1ytwmwvtd0a8lr45ssner2tjxzv5y8q03w3606yeald9mdmgmwecja,Martin Lang,147,18.38,2.65%,10,192,45,47.45,3.99%,29.07,6,4,3.67%,206,14,47.77,3.35%,0.32,9,-3,0.10%,240,34,56.29,3.46%,8.52,7,2,2.77%,251,11,56.66,3.35%,0.37,8,-1,0.23%,271,20,36.24,1.97%,-20.42,15,-7,-7.43%,286,15,40.43,1.79%,4.19,15,0,0.81%,291,5,40.62,1.63%,0.19,16,-1,0.06%,304,13,41.62,1.58%,1.00,17,-1,0.53%,311,7,42.14,1.53%,0.52,18,-1,0.17%,317,6,42.22,1.47%,0.08,19,-1,0.03%,327,10,45.41,1.51%,3.19,18,1,1.25%,330,3,45.44,1.46%,0.03,18,0,0.00%,375,45,50.49,1.50%,5.05,17,1,1.12%,398,23,51.78,1.42%,1.29,19,-2,0.05%,405,7,52.58,1.38%,0.80,19,0,0.33%,413,8,53.48,1.38%,0.90,19,0,0.34%,414,1,53.87,1.34%,0.39,20,-1,0.12%,416,2,53.76,1.32%,-0.11,20,0,-0.12%,425,9,52.51,1.24%,-1.25,22,-2,,426,1,52.64,1.21%,0.13,22,0,,429,3,52.05,1.12%,-0.59,23,-1,,431,2,52.09,1.10%,0.04,23,0,,438,7,51.38,1.04%,-0.71,24,-1,,438,0,51.22,1.02%,-0.16,24,0,,441,3,51.76,0.99%,0.54,25,-1,,https://x.com/ATADA_Stakepool,,Martin Lang,Austria,Europe,N,,Y,Y,Y,Y,ATADA,https://www.stakepool.at/,, UNCLEAR,,https://x.com/ATADA_Stakepool/status/1837805535640326499,,,,,,,,,
