"hash_id","amount","epoch_no"
"633","183417485251",509
"1436","726862648",509
"1802","267509827762",509
"3093","233026696",509
"44","1863878977",509
"3028","36938587806",509
"338","151905276349",509
"963","21698004059",509
"1359","71317892",509
"82","1840372",509
"165","146087684206",509
"1524","5603978804",509
"3799","718528988996",509
"2305","608826646",509
"1281","21769318587",509
"1017","55091384587",509
"1101","260191225027",509
"2030","507813663",509
"4090","60430633300",509
"487","144546806816",509
"790","915316348716",509
"3339","136824254",509
"3451","16821346",509
"346","23249495607",509
"50","833938370554",509
"563","11491119846",509
"441","97697318",509
"157","533342521",509
"2096","911307087084",509
"2059","101492607378",509
"2636","9986043352",509
"221","121345940821",509
"312","1423502453861",509
"3601","1013701488",509
"882","250164198230",509
"32","80470363613",509
"1344","129603828088",509
"2852","5049146797",509
"2714","210125880653",509
"103","457232275144",509
"1406","1351358767038",509
"3821","169366700",509
"120","802774145748",509
"57","319714288",509
"3554","67928438954",509
"2022","305307245860",509
"1570","7940026439",509
"6","4577377085166",509
"273","22951388",509
"1915","1140547637529",509
"42","8853278989725",509
"457","89680273550",509
"4020","35641561968",509
"1218","20997738836",509
"1931","6428789051635",509
"845","1008521825872",509
"3505","105450400862",509
"483","444485282",509
"1934","49918694389",509
"3101","124824937704",509
"701","92309512",509
"697","8496415",509
"3188","4686331954",509
"948","101296778198",509
"368","40266817",509
"524","5097077008",509
"1138","235303052316",509
"2794","2177819213736",509
"169","20133577013",509
"3416","31343876857",509
"1764","94568410487",509
"547","2739611017",509
"2292","144246574332",509
"3165","5201757969",509
"2745","3264509948",509
"1403","549988074367",509
"163","246451929",509
"3","1275837823765",509
"271","5107057166",509
"315","211170104653",509
"92","5179654321",509
"896","143309096644",509
"52","4045847720",509
"2735","153806155757",509
"99","2001485661605",509
"1240","24500652769",509
"1136","7856187692",509
"3277","674393266",509
"3869","1207220291",509
"3576","926096871897",509
"1640","1585638038112",509
"2625","192551948401",509
"2580","101380926786",509
"3497","72141703892",509
"275","1614698743",509
"1251","43698889719",509
"1112","50018188545",509
"385","896137933029",509
"835","11196864203450",509
"786","22345521744",509
"181","17741202742",509
"146","719017577335",509
"518","371495831696",509
"1772","18081873087",509
"2244","23212046412",509
"531","8605100604",509
"2164","102800860696",509
"1458","27586987080",509
"1027","3652438668",509
"455","2444151334",509
"646","8527500",509
"979","27056313436083",509
"1291","50169574290",509
"1998","156103652873",509
"1415","356720222",509
"224","7133585791",509
"1884","147271072",509
"247","19941560562",509
"640","1903073457190",509
"371","2385348730385",509
"1438","509810726",509
"1865","4222277339",509
"3126","552669474",509
"1012","7300331357",509
"2909","1706526350034",509
"3293","101447982482",509
"3372","206337156800",509
"2188","134208848933",509
"59","338911386053",509
"612","7893409537193",509
"154","237001695815",509
"88","9771860665",509
"1508","100210931172",509
"960","153138555236",509
"3206","9642070",509
"3959","1816664584",509
"594","4034210863",509
"3241","2393663845658",509
"3813","22808633681",509
"68","4725952450191",509
"3025","95906796",509
"4087","15232125784",509
"2777","357339991967",509
"957","1872021469057",509
"1040","38965411038",509
"2814","25954107461",509
"1948","361906155925",509
"778","367263248132",509
"23","1212823151340",509
"3214","502664926858",509
"1236","45806317427",509
"3511","530500790899",509
"1886","42710178158",509
"628","9510385898",509
"278","3175010445958",509
"28","424732244603",509
"828","108129018",509
"3590","60535454568",509
"3801","260075796731",509
"1913","712224229",509
"923","250897367267",509
"298","48898373785",509
"36","52691637113",509
"351","1673299707215",509
"38","106992329192",509
"3786","1884247098068",509
"109","8448673",509
"4163","1750966890",509
"1776","366290201274",509
"4073","2168770787",509
"1414","1010554389749",509
"3540","35605981918",509
"34","10206757501529",509
"15","70044464189",509
"1918","1177832955",509
"1003","1946282376597",509
"17","167455741",509
"3145","1509355861",509
"269","1424697116",509
"1826","589242850856",509
"712","1421880175",509
"11","18147988612482",509
"130","41569523051",509
"4010","3742483055",509
"2211","55111867588",509
"977","1104510778082",509
"438","493906295216",509
"2640","95410255195",509
"609","225380753798",509
"155","7279746511382",509
"2050","814878090",509
"3864","1225964359",509
"89","8836567024",509
"3640","1100400426",509
"1069","311475927214",509
"3623","1080004475",509
"197","1685228937232",509
"3282","839227058730",509
"132","21000975733",509
"902","97803435",509
"1505","313217369298",509
"214","7396732065",509
"2084","1040085187723",509
"3990","9142623475",509
"2057","799519328861",509
"1009","9069045478",509
"1478","20906483327",509
"3572","5389210861",509
"1725","24829168116",509
"1080","374945267906",509
"3656","1233686100",509
"1584","3127598727977",509
"3883","41857922889",509
"1671","501525751",509
"571","207879404661",509
"4071","519832176255",509
"434","704478806162",509
"2733","1643227460",509
"930","15436855264",509
"1778","395866966",509
"1362","41228823404",509
"1909","733987095",509
"4161","726888415",509
"2971","180333870483",509
"1623","349644705407",509
"576","105622735385",509
"1314","19545752691",509
"751","3837557124782",509
"160","5063552287485",509
"3337","17882674915",509
"1494","107368975590",509
"3890","2288539739",509
"874","775547736",509
"336","8891519918",509
"2825","302586635183",509
"329","13976133746",509
"309","25549774943",509
"304","95700821093",509
"342","84488147",509
"151","83793842416",509
"174","19884027190",509
"3084","13021058298",509
"8","14389082961094",509
"2983","65279173",509
"1985","5027963775",509
"1064","285708717",509
"139","17873540156",509
"4159","2209559453",509
"149","730921918",509
"62","276174089039",509
"1682","11651544527",509
"741","5883715078",509
"13","189116130754",509
"1563","368888949402",509
"4069","100470093074",509
"1575","2390812221073",509
"1744","31193662846",509
"3312","59844030655",509
"485","14204264078",509
"209","38913013165",509
"1116","1146905579",509
"1006","7494392392",509
"128","401984620663",509
"2940","1000000",509
"105","265071978170",509
"1323","1145796502",509
"55","1443066581",509
"1543","3022238822",509
"1832","7765496339",509
"172","636839354308",509
"2146","20220548665",509
"3428","658610980769",509
"2876","105106394",509
"1871","173829208",509
"317","6206037565",509
"498","252629405952",509
"1950","5800579871",509
"2710","29865939100",509
"1418","2678345682",509
"625","340699603863",509
"1841","149485336467",509
"541","24901429299",509
"1815","222964754321",509
"3108","5554021193",509
"904","11096782194",509
"1180","4763502361",509
"3325","177353002608",509
"388","170776300140",509
"1937","2199109823",509
"2294","143995584122",509
"5","7057863926",509
"3049","134534725640",509
"14","59620765920228",509
"27","3281041063392",509
"377","8903601664879",510
"5362","218549070201",510
"2894","611328249473",510
"2224","19164046938",510
"1895","12169338454",510
"5583","853441525813",510
"889","1138550067269",510
"3181","11105292198",510
"5746","4186313481",510
"3104","910773403",510
"4155","19082288017",510
"5474","1482497794",510
"798","360127733",510
"3058","3308782421",510
"4895","2682892875825",510
"1227","1928982",510
"179","270922757305",510
"5676","1643273964",510
"2","9781359083",510
"849","387484506899",510
"5700","17758823269",510
"655","50267836827",510
"2207","19343301551",510
"1879","178014245",510
"3943","21189116563",510
"788","480498956",510
"1846","1097349065599",510
"974","4222491773592",510
"126","4475798220",510
"306","2426199354",510
"4135","616510377796",510
"738","166039747117",510
"2731","3423953246",510
"1481","3777010860",510
"767","189497045797",510
"3135","81164351530",510
"4510","17552090999",510
"77","43429882065",510
"134","12151232709",510
"4536","526862070602",510
"1132","473090032",510
"3344","202789032",510
"75","150205903346",510
"3632","27797925254",510
"5166","784951858412",510
"763","4990527714500",510
"143","96902281198",510
"495","1989943005",510
"703","1625432825429",510
"1877","1184120882",510
"25","1027287772114",510
"4590","1963038209",510
"3488","153091907956",510
"80","758724168262",510
"971","82903536325",510
"5481","32411668366",510
"415","939506725",510
"48","805803895345",510
"3714","102198609266",510
"379","137578916685",510
"2181","5999749142",510
"731","102613889616",510
"633","183490298380",510
"1436","706050278",510
"1802","267593050993",510
"44","1864695191",510
"3028","36950629725",510
"338","154637226351",510
"963","1064316156196",510
"1359","75871856",510
"82","1845085",510
"5683","192371334378",510
"308","0",510
"165","146137088329",510
"1524","5605279718",510
"3799","940895231430",510
"2305","608826655",510
"1281","21776632688",510
"1017","53882982358",510
"1101","260374490120",510
"2030","507813663",510
"4090","78798236247",510
"487","145651732486",510
"5593","267281443",510
"4991","516996980",510
"790","1233674838599",510
"3339","137109558",510
"3451","16821346",510
"5005","648181635503",510
"346","23354803794",510
"50","1036770366211",510
"563","5496080899",510
"441","97697318",510
"157","533747908",510
"2096","954861543196",510
"2059","101533241460",510
"2636","9986043352",510
"221","121617335103",510
"312","1424674486674",510
"3601","1014366549",510
"882","252156111641",510
"32","81419300481",510
"1344","129639337039",510
"2852","5052265017",510
"2714","210202550472",510
"103","457563793583",510
"1406","1351712781682",510
"3821","136399054",510
"120","989298632457",510
"57","848915352",510
"3554","1509520224452",510
"2022","305409560483",510
"1570","427855083942",510
"6","5373034930840",510
"273","22951388",510
"1915","1140927642671",510
"42","11086086553842",510
"457","89711233203",510
"5356","172232767161",510
"4020","10113020099268",510
"1218","21003025290",510
"1931","6446779092311",510
"845","1007747574705",510
"3505","105662108896",510
"483","444899483",510
"1934","49935845167",510
"3101","124857750820",510
"701","92349836",510
"3188","4687757268",510
"948","31498471024",510
"368","6988084845",510
"524","5099354214",510
"1138","235391168909",510
"2794","2177913214495",510
"169","20085578093",510
"3416","214556147829",510
"1764","95592822710",510
"547","2039315409",510
"5097","20595767889",510
"2292","144291591652",510
"3165","5203882103",510
"2745","3265488070",510
"1403","1104836454365",510
"163","246451929",510
"3","1259403410174",510
"271","5108320868",510
"4790","43572418951",510
"315","847387033222",510
"92","799657531",510
"896","143334194679",510
"52","4045253312",510
"2735","154552175563",510
"99","2001485661605",510
"1240","38200304783",510
"1136","151598389635",510
"3277","723738772",510
"3869","608518655",510
"3576","932030930140",510
"1640","2554300361826",510
"2625","496681308",510
"5260","263816864",510
"2580","101381269363",510
"3497","74269340895",510
"1449","11173080",510
"275","2542724751",510
"1251","45372700206",510
"1112","38042065221",510
"385","919313037523",510
"835","11201099201507",510
"786","22350166729",510
"181","17751476823",510
"146","737041907813",510
"518","371495849661",510
"4761","12217653414",510
"1772","18088787496",510
"2244","24009371488",510
"531","8608211109",510
"2164","102835320772",510
"1458","27595559420",510
"1027","5096405419",510
"455","2444981284",510
"646","8768330",510
"979","29632862767659",510
"1291","50184446763",510
"1998","195512219922",510
"1415","357125878",510
"224","7137690686",510
"1884","147271072",510
"247","17635816313",510
"640","7764128273301",510
"371","2272252573609",510
"1438","509810726",510
"1865","1212626971",510
"3126","552670373",510
"5341","349138792",510
"1012","7303758072",510
"2909","6518726117882",510
"3293","101481054528",510
"3372","206708502113",510
"2188","153165705127",510
"59","343498477605",510
"612","13214279820796",510
"154","237041708512",510
"88","9775216204",510
"1508","100275958888",510
"960","153217916891",510
"3206","9642070",510
"3959","1565948803",510
"594","8042913930",510
"3241","2394968469715",510
"5528","6650217588",510
"3813","22814468044",510
"68","4729516165108",510
"3025","18392863778",510
"2777","357500432929",510
"957","3325128513547",510
"1040","38969492094",510
"2814","25985085487",510
"1948","13461687057882",510
"778","480130532194",510
"23","1213868040230",510
"3214","554807417191",510
"1236","46610349906",510
"3511","530945819415",510
"1886","42825177078",510
"628","9516087496",510
"278","5233516168990",510
"28","338718501556",510
"828","108129018",510
"3590","60556433202",510
"3801","262091896447",510
"5414","451545304052",510
"5286","4864890748",510
"1913","7364109904",510
"923","250953281574",510
"298","45916213253",510
"36","52716601741",510
"5608","130274971",510
"351","2097237570729",510
"38","111140665361",510
"3786","1920637228663",510
"109","8624821",510
"4163","1754139158",510
"1776","367126955219",510
"4073","2298702600",510
"1414","1011575270035",510
"3540","35605802557",510
"34","58922774177530",510
"1003","1953298629676",510
"17","167691962",510
"3145","1510221809",510
"269","1425868875",510
"1826","591952908782",510
"712","1422383609",510
"11","19046131190777",510
"130","41569803730",510
"4010","3458311677",510
"2211","60199613780",510
"977","1104605874537",510
"438","494520197966",510
"609","225483217522",510
"155","12892625680774",510
"2050","812093923",510
"3864","1236358937",510
"3640","1101520834",510
"1069","315175845876",510
"3623","685785084",510
"197","1720406511355",510
"3282","1220576044627",510
"132","21010642891",510
"5521","126691329038",510
"902","97803435",510
"1505","317419983408",510
"214","7397380785",510
"2084","1099751991700",510
"3990","6143769528",510
"4861","383081978",510
"2057","822523215857",510
"1009","9072299579",510
"1478","20812041736",510
"3572","5392309078",510
"1725","236997323071",510
"1080","375248818291",510
"3656","117777086031",510
"1584","3263753208921",510
"3883","42089676890",510
"1671","501924863",510
"571","220650292225",510
"4071","520152160529",510
"434","746278115784",510
"5490","83211790554",510
"2733","1644476230",510
"4522","5039849447",510
"930","15436855264",510
"1778","58244235",510
"1362","40782375371",510
"1909","703778311",510
"2971","182074875345",510
"1623","349784880515",510
"5063","1377449",510
"576","105749426424",510
"1314","19552580457",510
"751","6478753534152",510
"160","5906251958547",510
"3337","17888141097",510
"1494","107408025960",510
"3890","2289488368",510
"874","776081866",510
"336","10011378514",510
"2825","302586635183",510
"329","13981009129",510
"5127","4343541545920",510
"309","25562078357",510
"304","95916800675",510
"342","84488147",510
"151","84425292081",510
"174","19892320430",510
"3084","13179791423",510
"8","15575227703745",510
"2983","65279173",510
"1985","6557963202",510
"1064","286091034",510
"139","17881211307",510
"4159","2213928590",510
"149","731317906",510
"62","296998335838",510
"1682","11655918410",510
"741","5885919219",510
"13","887329795001",510
"1563","369344792917",510
"4069","136353023199",510
"1575","2392181417243",510
"1744","31374662208",510
"3312","59869949365",510
"4943","7202150540",510
"485","14210439116",510
"209","37247598777",510
"1116","1146738978",510
"1006","7496387624",510
"128","348647623927",510
"5613","842165360",510
"2940","21000000",510
"105","265071978170",510
"1323","3797350495",510
"55","1318405168",510
"1543","3791783187",510
"1832","7768255781",510
"172","637168445867",510
"2146","33081569880",510
"3428","658780593519",510
"2876","104975397",510
"1871","173829208",510
"317","6209212310",510
"498","348349810838",510
"1950","12342983862",510
"2710","228334093280",510
"5459","543837397",510
"1418","2250766139",510
"625","376310880487",510
"1841","149525890332",510
"541","24909037489",510
"1815","223060158188",510
"3108","5555687152",510
"904","11100368813",510
"1180","4763502361",510
"3325","239115236811",510
"388","234582080435",510
"1937","735646512128",510
"2294","144040523381",510
"5","116155987474",510
"3049","144513445628",510
"14","96017268325890",510
"27","7386787499895",510
"377","13053395099186",511
"6580","400624416798",511
"5362","607311683557",511
"2894","226189012560",511
"2224","19131280513",511
"6533","1118786583",511
"7014","402197151522",511
"1895","13342867709",511
"5583","853658332526",511
"889","1139594252434",511
"3181","14645968394",511
"5746","10651219522",511
"3104","911294649",511
"4155","19093786281",511
"5474","1483279423",511
"798","360148634",511
"3058","3310117965",511
"4895","3342228599376",511
"1227","1942479",511
"179","271478809043",511
"5676","1644031784",511
"2","9482074114",511
"849","387669949282",511
"5700","334367866397",511
"655","50315312436",511
"2207","19351024575",511
"1879","165158788",511
"3943","21189143199",511
"788","480498956",511
"1846","1093993663300",511
"974","4823002352008",511
"126","4477438897",511
"306","7682707734",511
"6538","50821595",511
"4135","1979493386787",511
"738","167037534291",511
"2731","3425527157",511
"1481","3778176979",511
"767","189539822406",511
"3135","81164351530",511
"4510","17555181129",511
"77","46368662403",511
"4536","2279128081266",511
"6155","42443031857",511
"1132","473090032",511
"3344","236467332",511
"75","150260140857",511
"3632","27806457174",511
"5166","1007207835080",511
"763","6299474660834",511
"143","117575405150",511
"495","1990543271",511
"703","1784831480980",511
"1877","2191932489",511
"25","1027723062766",511
"4590","1963038209",511
"3488","153092507056",511
"80","765947931435",511
"971","82903536325",511
"5481","64345430984",511
"415","939779093",511
"48","1405136408725",511
"3714","102198609266",511
"379","139296231962",511
"2181","6001954570",511
"731","104350596515",511
"633","183550469066",511
"1436","705068069",511
"1802","267663349774",511
"44","5069259582",511
"3028","37967149089",511
"338","154452237688",511
"963","1200261180865",511
"1359","251829442",511
"82","1667745",511
"5683","192431799847",511
"165","146204213657",511
"1524","5606032986",511
"6432","1022374278",511
"3799","950636470919",511
"2305","608826676",511
"1281","21784456361",511
"1017","53685086679",511
"1101","260654881327",511
"6444","2134189304",511
"6549","95297692",511
"2030","507813663",511
"6412","44848221998",511
"4090","78804070534",511
"487","145585316133",511
"5593","1865251392",511
"4991","373230511",511
"790","1216890364812",511
"6403","97803435",511
"3339","137304036",511
"3451","16821346",511
"5005","267121479875",511
"346","23464466748",511
"50","1544064945609",511
"563","7647489095",511
"157","536644228",511
"2096","975980701396",511
"2059","101575500986",511
"221","121860565531",511
"6759","1213892012",511
"6535","50389068517",511
"6985","19738987542",511
"312","1424603158800",511
"3601","1014821424",511
"882","254060305196",511
"32","96824070951",511
"1344","129674085296",511
"2852","5054349257",511
"2714","210142305432",511
"103","457760176091",511
"1406","1352247977790",511
"3821","136437953",511
"120","989457408282",511
"57","850125739",511
"6465","9468404775",511
"3554","1808481726597",511
"6902","1082553031",511
"2022","305533810221",511
"1570","428005529110",511
"6","5893477074842",511
"273","22956555",511
"1915","1141291332952",511
"42","11741614233275",511
"457","89748441634",511
"5356","172305709381",511
"6857","154338113928",511
"4020","10112219284970",511
"1218","21009722923",511
"6487","120678465382",511
"1931","6433283414252",511
"845","2358628976625",511
"3505","105760146730",511
"6152","510973208",511
"483","444949933",511
"1934","49948650072",511
"3101","124911165800",511
"701","92356080",511
"3188","5708374470",511
"948","101704483053",511
"368","37913301",511
"524","5101445543",511
"1138","235473449993",511
"2794","2192950534755",511
"169","20085629726",511
"3416","214559040364",511
"1764","99412498609",511
"547","2039733019",511
"5097","20606663452",511
"2292","144346325953",511
"3165","5205811490",511
"2745","3266255629",511
"1403","1111888511351",511
"163","1236764357",511
"3","1260095662388",511
"271","4700225604",511
"4790","43573763749",511
"315","847928279978",511
"92","627949541",511
"896","143379945580",511
"52","4045429296",511
"2735","154869509540",511
"99","2001485661605",511
"1240","38202612099",511
"1136","151661354651",511
"3277","819047696",511
"3869","607615939",511
"3576","952494888059",511
"1640","2554702076474",511
"2625","496761860",511
"5260","15744195783",511
"2580","225320492315",511
"3497","74173704513",511
"275","2542932801",511
"1251","45938314866",511
"1112","38067022823",511
"385","903107091527",511
"835","11205815058251",511
"786","22359091244",511
"181","17756456695",511
"146","743334648909",511
"518","372127138874",511
"4761","12222328143",511
"1772","18094119420",511
"2244","24016577231",511
"531","10872315905",511
"2164","102875471141",511
"1458","27497488600",511
"1027","4806496832",511
"455","2445828025",511
"646","8770970",511
"979","31574472508518",511
"1291","50198052491",511
"1998","196048392536",511
"1415","357238090",511
"224","7142549609",511
"1884","1196995438",511
"247","18648309095",511
"640","9263595120338",511
"371","2276437607248",511
"1438","509810726",511
"1865","1031702256",511
"3126","551311665",511
"5341","349484666",511
"1012","7305951527",511
"2909","6518987902909",511
"3293","101523639317",511
"3372","207083701985",511
"2188","126932824082",511
"59","344604446563",511
"612","16743153986138",511
"154","237228584448",511
"88","9778945808",511
"1508","100286482898",511
"960","153217916891",511
"3206","9642070",511
"3959","1355636661",511
"594","12904395196",511
"3241","2397042854304",511
"5528","6745715807",511
"3813","22823776808",511
"68","4732279313972",511
"3025","18400573685",511
"6227","47650917",511
"2777","357683226889",511
"957","3328366166492",511
"1040","38973597836",511
"2814","530369053713",511
"1948","13480251961712",511
"778","481999110121",511
"23","1214403618750",511
"6278","6025635783",511
"3214","611040779337",511
"1236","45059001973",511
"3511","531200052113",511
"1886","51941238198",511
"278","5536727177009",511
"28","248329526826",511
"828","108129018",511
"3590","60298870458",511
"3801","262173849126",511
"5414","547674993373",511
"5286","4866316148",511
"1913","55606937650",511
"923","251056682520",511
"298","45318707999",511
"36","52735874754",511
"5608","88654215",511
"351","2232550095057",511
"38","180454779283",511
"3786","1909667628801",511
"109","8628375",511
"4163","1757345876",511
"1776","367991444998",511
"4073","2299334892",511
"1414","1024229495129",511
"3540","35605802557",511
"34","62356137123766",511
"1003","2110179984197",511
"17","167751195",511
"3145","1510966862",511
"269","1426221819",511
"1826","581589634099",511
"712","1422753911",511
"11","26785965864991",511
"130","41719650433",511
"4010","980336878940",511
"2211","60228763712",511
"977","1104873810786",511
"438","496092532705",511
"609","225563598778",511
"155","15025254734648",511
"2050","809213695",511
"3864","2157450861",511
"3640","1100775928",511
"1069","315006297294",511
"3623","750405345",511
"197","1730905747521",511
"3282","1389045177486",511
"132","21019960388",511
"5521","126766785972",511
"902","97803435",511
"1505","317512349291",511
"214","6799411680",511
"2084","1101419289624",511
"3990","6146925833",511
"4861","383308438",511
"2057","823410284321",511
"1009","9074625438",511
"6220","12812059",511
"1478","20775404578",511
"3572","6753577570",511
"1725","234061726948",511
"1080","375675035580",511
"3656","5207261376",511
"1584","3436552987467",511
"3883","42101550935",511
"6990","8605214606",511
"1671","502133694",511
"571","220741618810",511
"4071","548514294690",511
"434","745623315355",511
"6138","2814896",511
"5490","83247449947",511
"2733","1645336516",511
"4522","5024505245",511
"930","15755242937",511
"1778","27072309",511
"1362","40243013198",511
"1909","702800585",511
"2971","188355087682",511
"1623","349909583232",511
"5063","1377449",511
"576","509483250952",511
"1314","19557594218",511
"751","6930210903425",511
"160","6084072644513",511
"3337","17888745947",511
"1494","108507919146",511
"3890","2290203721",511
"874","776320066",511
"336","10014129197",511
"2825","302655367807",511
"6238","85709391406",511
"6502","1596330421",511
"329","13985942083",511
"5127","4982870741653",511
"6641","46297646345",511
"309","25570040318",511
"304","96115589006",511
"342","84310810",511
"151","84965339426",511
"174","19897420193",511
"3084","13185381229",511
"8","15602896666725",511
"2983","65279173",511
"1985","6557963202",511
"1064","286179445",511
"139","2291136435",511
"4159","2218166947",511
"6326","4691319",511
"149","724494185",511
